Action;Type;DoType;DoEntete;DE_No;DoDomaine;AR_Ref;Qte;Prix;Remise;Montant;Date;User;cbMarq;tables;cbCreateur
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:01:39;29;340953;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:01:40;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:01:40;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:02:05;29;340954;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:02:05;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:02:06;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:02:06;29;340955;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:02:06;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:02:06;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:02:13;29;340956;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:02:13;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:02:13;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:02:14;29;340957;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:02:14;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:02:14;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:03:49;29;340958;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:03:49;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:03:49;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:03:49;29;340959;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:03:50;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:03:50;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:04:29;29;340960;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:04:30;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:04:30;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:04:30;29;340961;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:04:30;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:04:30;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:04:50;29;340962;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:04:50;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:04:50;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:04:50;29;340963;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:04:50;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:04:50;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:05:13;29;340964;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:05:13;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:05:13;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:05:14;29;340965;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:05:14;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:05:14;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:06:07;29;340966;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:06:07;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:06:08;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:06:08;29;340967;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:06:08;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:06:08;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:09:47;29;340968;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:09:47;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:09:47;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:09:48;29;340969;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:09:48;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:09:48;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:10:04;29;340970;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:10:04;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:10:04;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:10:05;29;340971;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:10:05;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:10:05;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:10:59;29;340972;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:10:59;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:10:59;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:10:59;29;340973;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:11:00;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:11:00;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:11:18;29;340974;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:11:19;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:11:19;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:11:19;29;340975;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:11:19;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:11:19;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:11:25;29;340976;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:11:25;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:11:26;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:11:26;29;340977;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:11:26;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:11:26;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:11:37;29;340978;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:11:37;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:11:37;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:11:37;29;340979;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:11:37;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:11:37;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:11:52;29;340980;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:11:52;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:11:52;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:11:53;29;340981;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:11:53;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:11:53;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:12:01;29;340982;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:12:01;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:12:01;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:12:01;29;340983;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:12:01;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:12:01;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:12:45;29;340984;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:12:45;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:12:45;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:12:45;29;340985;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 13:12:45;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 13:12:45;;23504;F_ARTSTOCK;29  ;NULL
suppr;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:12:46;;23611;F_ARTSTOCK;29  ;NULL
suppr;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:12:46;;23611;F_ARTSTOCK;29  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-13 13:12:46;29;;F_DOCLIGNE;;
suppr_ligne;;42;MT0007521;7;4;050383;9.000000;11995.830000;.000000;11995.830000;2021-02-13 13:12:46;29;340917;F_DOCLIGNE;25  ;2021-02-13 00:00:00
ajout_ligne;;42;MT0007529;0;4;30910026;5.00;0;0;0;2021-02-13 13:24:31;58;340986;F_DOCLIGNE;58;2021-02-13
ajout_ligne;Artstock;;;4;;30910026;80.000000;;;90215.200000;2021-02-13 13:24:31;;33435;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910026;75.000000;;;84576.750000;2021-02-13 13:24:31;;33435;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007530;0;2;30910026;5.0;0;0;0;2021-02-13 13:24:51;58;340987;F_DOCLIGNE;58  ;2021-02-13
ajout_ligne;Artstock;;;4;;30910026;75.000000;;;84576.750000;2021-02-13 13:24:51;;33435;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910026;70.000000;;;78938.300000;2021-02-13 13:24:51;;33435;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007530;0;2;30910026;5.0;0;0;0;2021-02-13 13:24:51;58;340988;F_DOCLIGNE;58;2021-02-13
ajout_ligne;Artstock;;;3;;30910026;19.000000;;;21418.750000;2021-02-13 13:24:51;;33417;F_ARTSTOCK;COLU;NULL
ajout_ligne;Artstock;;;3;;30910026;24.000000;;;27057.200000;2021-02-13 13:24:51;;33417;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910026;70.000000;;;78938.300000;2021-02-13 13:24:52;;33435;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910026;75.000000;;;84576.750000;2021-02-13 13:24:52;;33435;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-13 13:24:52;58;;F_DOCLIGNE;;
suppr_ligne;;42;MT0007529;4;4;30910026;5.000000;5638.450000;.000000;5638.450000;2021-02-13 13:24:52;58;340986;F_DOCLIGNE;58  ;2021-02-13 00:00:00
ajout_ligne;;42;MT0007531;0;4;6101201216;1.00;0;0;0;2021-02-13 13:26:23;58;340989;F_DOCLIGNE;58;2021-02-13
ajout_ligne;Artstock;;;4;;6101201216;10.000000;;;41072.100000;2021-02-13 13:26:23;;40249;F_ARTSTOCK;AND ;NULL
ajout_ligne;Artstock;;;4;;6101201216;9.000000;;;36964.890000;2021-02-13 13:26:23;;40249;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007532;0;2;6101201216;1.0;0;0;0;2021-02-13 13:26:38;58;340990;F_DOCLIGNE;58  ;2021-02-13
ajout_ligne;Artstock;;;4;;6101201216;9.000000;;;36964.890000;2021-02-13 13:26:38;;40249;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;6101201216;8.000000;;;32857.680000;2021-02-13 13:26:38;;40249;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007532;0;2;6101201216;1.0;0;0;0;2021-02-13 13:26:39;58;340991;F_DOCLIGNE;58;2021-02-13
ajout_ligne;Artstock;;;7;;6101201216;101.000000;;;414828.210000;2021-02-13 13:26:39;;41257;F_ARTSTOCK;AND ;NULL
ajout_ligne;Artstock;;;7;;6101201216;102.000000;;;418935.420000;2021-02-13 13:26:39;;41257;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;6101201216;8.000000;;;32857.680000;2021-02-13 13:26:39;;40249;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;6101201216;9.000000;;;36964.890000;2021-02-13 13:26:39;;40249;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-13 13:26:39;58;;F_DOCLIGNE;;
suppr_ligne;;42;MT0007531;4;4;6101201216;1.000000;4107.210000;.000000;4107.210000;2021-02-13 13:26:39;58;340989;F_DOCLIGNE;58  ;2021-02-13 00:00:00
ajout_ligne;;42;MT0007533;0;4;30910027;1.00;0;0;0;2021-02-13 13:28:08;58;340992;F_DOCLIGNE;58;2021-02-13
ajout_ligne;Artstock;;;4;;30910027;41.000000;;;39647.000000;2021-02-13 13:28:08;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;40.000000;;;38680.000000;2021-02-13 13:28:09;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007534;0;2;30910027;1.0;0;0;0;2021-02-13 13:28:28;58;340993;F_DOCLIGNE;58  ;2021-02-13
ajout_ligne;Artstock;;;4;;30910027;40.000000;;;38680.000000;2021-02-13 13:28:28;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;39.000000;;;37713.000000;2021-02-13 13:28:28;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007534;0;2;30910027;1.0;0;0;0;2021-02-13 13:28:28;58;340994;F_DOCLIGNE;58;2021-02-13
ajout_ligne;Artstock;;;7;;30910027;174.000000;;;171272.350000;2021-02-13 13:28:28;;38955;F_ARTSTOCK;COLU;NULL
ajout_ligne;Artstock;;;7;;30910027;175.000000;;;172239.350000;2021-02-13 13:28:29;;38955;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;39.000000;;;37713.000000;2021-02-13 13:28:29;;38942;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;40.000000;;;38680.000000;2021-02-13 13:28:29;;38942;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-13 13:28:29;58;;F_DOCLIGNE;;
suppr_ligne;;42;MT0007533;4;4;30910027;1.000000;967.000000;.000000;967.000000;2021-02-13 13:28:29;58;340992;F_DOCLIGNE;58  ;2021-02-13 00:00:00
ajout_ligne;;42;MT0007535;0;4;30910009;1.00;0;0;0;2021-02-15 08:22:02;58;340995;F_DOCLIGNE;58;2021-02-15
ajout_ligne;Artstock;;;4;;30910009;85.000000;;;65274.870000;2021-02-15 08:22:02;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910009;84.000000;;;64506.930000;2021-02-15 08:22:02;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;;42;MT0007535;0;4;189909;1.00;0;0;0;2021-02-15 08:22:12;58;340996;F_DOCLIGNE;58;2021-02-15
ajout_ligne;Artstock;;;4;;189909;15.000000;;;180367.350000;2021-02-15 08:22:12;;36890;F_ARTSTOCK;50  ;NULL
ajout_ligne;Artstock;;;4;;189909;14.000000;;;168342.860000;2021-02-15 08:22:12;;36890;F_ARTSTOCK;58  ;NULL
ajout_ligne;;44;TE0000002;0;4;30910009;1.00;0;0;0;2021-02-19 00:10:35;58;340998;F_DOCLIGNE;58;2021-02-19
ajout_ligne;Artstock;;;4;;30910009;84.000000;;;64506.930000;2021-02-19 00:10:35;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910009;83.000000;;;63738.990000;2021-02-19 00:10:35;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;;44;TE0000002;0;4;AT240E;5.00;0;0;0;2021-02-19 00:18:50;58;340999;F_DOCLIGNE;58;2021-02-19
ajout_ligne;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-02-19 00:18:50;;41315;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;AT240E;15.000000;;;20846.700000;2021-02-19 00:18:50;;41315;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007536;0;2;30910009;1.0;0;0;0;2021-02-19 00:19:56;58;341000;F_DOCLIGNE;58  ;2021-02-19
ajout_ligne;Artstock;;;4;;30910009;83.000000;;;63738.990000;2021-02-19 00:19:56;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910009;82.000000;;;62971.050000;2021-02-19 00:19:56;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007536;0;2;30910009;1.0;0;0;0;2021-02-19 00:19:56;58;341001;F_DOCLIGNE;58;2021-02-19
ajout_ligne;Artstock;;;1;;30910009;1401.000000;;;1069626.440000;2021-02-19 00:19:57;;32321;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910009;1402.000000;;;1070394.380000;2021-02-19 00:19:57;;32321;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007536;0;2;AT240E;5.0;0;0;0;2021-02-19 00:19:57;58;341002;F_DOCLIGNE;58  ;2021-02-19
ajout_ligne;Artstock;;;4;;AT240E;15.000000;;;20846.700000;2021-02-19 00:19:57;;41315;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;AT240E;10.000000;;;13897.800000;2021-02-19 00:19:57;;41315;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007536;0;2;AT240E;5.0;0;0;0;2021-02-19 00:19:57;58;341003;F_DOCLIGNE;58;2021-02-19
ajout_ligne;Artstock;;;1;;AT240E;.000000;;;.000000;2021-02-19 00:19:57;;40200;F_ARTSTOCK;AND ;NULL
ajout_ligne;Artstock;;;1;;AT240E;5.000000;;;6948.900000;2021-02-19 00:19:57;;40200;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910009;82.000000;;;62971.050000;2021-02-19 00:19:58;;34483;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910009;83.000000;;;63738.990000;2021-02-19 00:19:58;;34483;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-19 00:19:58;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE0000002;4;4;30910009;1.000000;767.940000;.000000;767.940000;2021-02-19 00:19:58;58;340998;F_DOCLIGNE;58  ;2021-02-19 00:00:00
ajout_ligne;;23;MT0007537;0;2;AT240E;3;0;0;0;2021-02-19 00:19:58;58;341004;F_DOCLIGNE;58  ;2021-02-19
ajout_ligne;Artstock;;;1;;AT240E;5.000000;;;6948.900000;2021-02-19 00:19:58;;40200;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;AT240E;2.000000;;;2779.560000;2021-02-19 00:19:58;;40200;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007537;0;2;AT240E;3;0;0;0;2021-02-19 00:19:58;58;341005;F_DOCLIGNE;58;2021-02-19
ajout_ligne;Artstock;;;4;;AT240E;10.000000;;;13897.800000;2021-02-19 00:19:58;;41315;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;AT240E;13.000000;;;18067.140000;2021-02-19 00:19:58;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;13.000000;;;18067.140000;2021-02-19 00:19:59;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;18.000000;;;25016.040000;2021-02-19 00:19:59;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-19 00:19:59;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE0000002;4;4;AT240E;5.000000;6948.900000;.000000;6948.900000;2021-02-19 00:19:59;58;340999;F_DOCLIGNE;58  ;2021-02-19 00:00:00
ajout_ligne;Vente;6;FVSI06855;1;0;30910009;2.;2055.56;0;2055.56;2021-02-20 14:21:17;58;341997;F_DOCLIGNE;58;2021-02-20
ajout_ligne;Artstock;;;1;;30910009;1402.000000;;;1070394.380000;2021-02-20 14:21:17;;32321;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910009;1400.000000;;;1068867.430000;2021-02-20 14:21:17;;32321;F_ARTSTOCK;58  ;NULL
ajout_ligne;Devis;0;DES002615;1;0;AUTR002121;2.00;45000.;0;45000.;2021-02-20 14:22:41;58;341998;F_DOCLIGNE;58;2021-02-20
ajout_ligne;Vente;6;FVY008578;7;0;30910002;2.;2055.56;0;2055.56;2021-02-20 14:23:08;13;341999;F_DOCLIGNE;13;2021-02-20
ajout_ligne;Artstock;;;7;;30910002;251.000000;;;158842.130000;2021-02-20 14:23:08;;38954;F_ARTSTOCK;COLU;NULL
ajout_ligne;Artstock;;;7;;30910002;249.000000;;;157576.460000;2021-02-20 14:23:08;;38954;F_ARTSTOCK;13  ;NULL
Ajout Règlement;;;;;;;;;;4111.12;2021-02-20 14:23:29;13;67825;F_ARTSTOCK;13;2021-02-20
ajout_ligne;Devis;0;DEY000520;7;0;ETK10197E;2.;1752.94;0;1752.94;2021-02-20 15:36:15;13;342000;F_DOCLIGNE;13;2021-02-20
ajout_ligne;;44;TE000003;0;4;985965;1.00;0;0;0;2021-02-22 16:41:19;58;342001;F_DOCLIGNE;58;2021-02-22
ajout_ligne;Artstock;;;4;;985965;11.000000;;;10906.060000;2021-02-22 16:41:19;;6177;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;985965;10.000000;;;9914.600000;2021-02-22 16:41:19;;6177;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007538;0;2;985965;1.0;0;0;0;2021-02-22 16:43:17;58;342002;F_DOCLIGNE;58  ;2021-02-22
ajout_ligne;Artstock;;;4;;985965;10.000000;;;9914.600000;2021-02-22 16:43:17;;6177;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;985965;9.000000;;;8923.140000;2021-02-22 16:43:17;;6177;F_ARTSTOCK;58  ;NULL
